"","donor 1_unstim","donor 1_LPS","donor 2_unstim","donor 2_LPS","donor 3_unstim","donor 3_LPS","donor 4_unstim","donor 4_LPS"
"ENSG00000228338",0,0,0,0,0,0,0,0
"ENSG00000239810",0,0,0,0,0,0,0,1
"ENSG00000231103",2,0,0,0,0,0,0,0
"ENSG00000179172",1.0004,0,0,3.0021,1.0007,0,0,0
"ENSG00000120952",0,0,0,0,0,0,0,0
"ENSG00000243073",1.5025,0,0,0,0,0,0,0
"ENSG00000187545",0,0,0,0,0,0,0,0
"ENSG00000204510",0,0,0,0,0,0,0,0
"ENSG00000207434",0,0,0,0,0,0,0,0
"ENSG00000234064",0,0,0,0,5.9853e-32,0,0,0
"ENSG00000232423",0,0,0,0,0,0,0,0
"ENSG00000274178",0,0,0,0,0,0,0,0
"ENSG00000274764",0,0,0,0,0,0,0,0
"ENSG00000277058",0,0,0,0,0,0,0,0
"ENSG00000229571",1.4975,0,0,0,0,0,0,0
"ENSG00000277862",0,0,0,0,0,0,0,0
"ENSG00000236179",0,0,0,0,0,0,0,0
"ENSG00000275774",0,0,0,0,0,0,0,0
"ENSG00000229978",0,0,0,0,0,0,0,0
"ENSG00000233336",0,0,0,0,0,0,0,0
"ENSG00000280267",8.8632e-06,0,0,0,0,0,0,0
"ENSG00000179412",0,0,1,0,0,0,0,0
"ENSG00000204505",0,0,0,0,0,0,0,0
"ENSG00000279169",0,0,0,0,0,0,0,0
"ENSG00000279804",0,0,0,0,0,0,0,0
"ENSG00000250894",1,0,0,0,0,0,0,0
"ENSG00000270601",0,0,0,0,0,0,0,0
"ENSG00000231219",0,0,0,0,1,0,0,0
"ENSG00000207511",0,0,0,0,0,0,0,0
"ENSG00000182330",1,0,0,0,0,0,0,0
"ENSG00000237700",0,0,0,0,0,0,0,0
"ENSG00000204501",0,0,0,0,0,0,0,0
"ENSG00000228229",0,0,0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,3,0,0,0
"ENSG00000204479",0,0,0,0,0,0,0,0
"ENSG00000204478",0,0,0,0,0,0,0,0
"ENSG00000162494",0,3,0,6,0,124,0,357
"ENSG00000259961",0,0,0,0,0,0,0,0
"ENSG00000215909",0,0,0,0,0,0,0,0
"ENSG00000162493",24,49,23,62,41,2972.9998,31,3582.0002
"ENSG00000222952",0,0,0,0,0,0,0,0
"ENSG00000237445",0,0,0,0,0,0,0,0
"ENSG00000253085",0,0,0,0,0,0,0,0
"ENSG00000116731",2228,1678,1447,1420,1768,2426.9998,1776,3394
"ENSG00000189337",84.622,18.5759,84,13.2879,336.1179,25,88.6132,16.5312
"ENSG00000252151",0,0,0,0,0,0,0,0
"ENSG00000231606",0,0,0,0,0,0,0,0
"ENSG00000234593",0,0,0,0,0,0,0,0
"ENSG00000235829",0,0,0,0,0,0,0,0
"ENSG00000175147",320.8036,183.7467,192.8613,137.4755,63.3997,115.1985,115.4471,106.5253
"ENSG00000171729",2417.5745,1342.6772,1278.1388,1274.2366,1345.4824,1765.8015,1597.9396,2458.9434
"ENSG00000204464",45,33,22,16,1,3,4,7
"ENSG00000215720",42,52,14,31,16,13,5,13
"ENSG00000278480",13,11,6,1,4,3,2,6
"ENSG00000142621",26,40.3967,61,119,24,30,11,24
"ENSG00000233485",0,2.6033,0,0,6.5149e-22,0,5,0
"ENSG00000236045",0,0,2,0,0,0,0,0
"ENSG00000228140",9,6,11,2,7,18.0456,6,8
"ENSG00000142634",11928,5310,8978,5714,13338,12524,11080,12336
"ENSG00000162438",4.0141,3,2,2.0181,0,2,0,0
"ENSG00000142615",0,0,0,0,0,0,0,0
"ENSG00000215704",0,0,0,0,0,0,0,0
"ENSG00000132906",416,328,347,470,384,713.0001,477,992
"ENSG00000116138",808,555,645.9967,621.9999,939,1146,804,1163
"ENSG00000251866",2,0,0,0,0,0,0,0
"ENSG00000272510",1,2,0,1,1,0,0,0
"ENSG00000116771",25.2167,12,21,9,29,14,21,6
"ENSG00000237301",3,0,3,2,2,3,0,1
"ENSG00000235084",2,2,1,0,2,0,3,2
"ENSG00000252417",0,0,0,0,0,0,0,0
"ENSG00000236500",0,1,0,0,0,0,0,0
"ENSG00000197312",5451.8467,1563.3345,3845,1676.4863,4283,1562,4921,1212
"ENSG00000215695",0,62.6655,0,15.5136,0,0,0,0
"ENSG00000271742",0,0,0,0,0,0,0,0
"ENSG00000116786",11385.7559,6746.7148,7160.875,6461.9517,8983.9639,7474.79,8967.915,8173.9995
"ENSG00000237938",55.2442,45.285,31.1247,19.0485,20.0367,22.2102,17.0847,7
"ENSG00000162461",155,95,63,82,58,59,43,27
"ENSG00000224459",0,0,0,0,0,0,0,0
"ENSG00000162460",0,0,0,0,0,0,0,0
"ENSG00000162458",100.3192,23.5096,41.4269,13.4637,84.0287,62.1227,106.0037,23
"ENSG00000224321",0,0,1,0,2,0,0,0
"ENSG00000233954",8.1766,6.1694,4.0771,14.2583,8.1984,8.2162,6.1317,3.0652
"ENSG00000178715",0,3,1,2,0,0,0,0
"ENSG00000179743",146,172,89,142,110,133,98,151
"ENSG00000065526",5705,5271,3963,4750,4938,6552,4845.9995,6609
"ENSG00000270620",0,1,3,1,0,0,0,1
"ENSG00000116809",763.0001,2154,918,2255,963,2164.0002,731,2489
"ENSG00000234607",3,11,5,9,3,2,0,1
"ENSG00000231353",0,0,0,0,0,0,0,0
"ENSG00000275503",0,0,0,0,0,0,0,0
"ENSG00000224966",0,0,0,0,0,0,0,0
"ENSG00000183888",0,0,0,0,0,0,0,0
"ENSG00000233078",0,0,0,0,0,0,0,0
"ENSG00000173641",111,18,179,78,329,60,99,26
"ENSG00000186510",5,1,5,3,8,4,3,2
"ENSG00000232456",0,0,0,0,0,0,0,0
"ENSG00000184908",0,0,0,0,0,0,0,0
"ENSG00000185519",0,0,0,0,0,0,0,1
"ENSG00000142627",5,2,24,18,9,26,19,33
"ENSG00000227959",0,0,0,0,0,0,0,0
"ENSG00000224621",0,0,0,0,0,0,0,0
"ENSG00000234166",0,0,0,0,0,0,0,0
"ENSG00000142632",35,88,27,90,17,26,28,49
"ENSG00000237276",1,191,2,173,5,25,7,34
"ENSG00000132881",25,53,55,82,90,54,48,26
"ENSG00000233929",0,2,0,0,0,1,0,0
"ENSG00000037637",1373,1197,908,970.0001,1053,1433,891,1314.0001
"ENSG00000055070",5330,5495,4028.7769,4443.9995,4983,4429.0005,4716.6279,5805.0005
"ENSG00000226457",3,13,1,2,1,0,1,1
"ENSG00000187144",0,2,1.2231,5,0,0,7.3719,2
"ENSG00000157191",4528.9995,5699,3896,6969.9995,4992,7291,4230,7836.0005
"ENSG00000226029",104.0885,141.8601,93.9277,174.8846,101.1335,132.0545,51.7745,91.0168
"ENSG00000080947",179.7801,149.2875,94.0941,114.5042,107.3341,108.7196,63.8696,48.3665
"ENSG00000206652",3401.8406,2935.6428,1781.0261,1707.6652,2233.1445,2030.0161,2465.4048,2945.8972
"ENSG00000261135",5,4,1,4,4.3703,6.8756e-29,12,14
"ENSG00000285853",0,0,1,0,1.6297,3,0,0
"ENSG00000224174",0,0,0,0,0,0,0,0
"ENSG00000233421",3,0,1,1,1,0,0,1
"ENSG00000277344",0,0,0,0,0,0,0,0
"ENSG00000225710",3,0,0,2,0,0,0,0
"ENSG00000219481",2838.9697,531.8121,1734.6401,667.8643,2624.9314,818.8856,2145.7869,607.6449
"ENSG00000271732",1,2,2,3,4,1,0,0
"ENSG00000215908",416.889,570.5742,268.2807,482.4017,413.7654,408.8173,252.7623,359.5837
"ENSG00000283773",0.3505,0,0,0,0,0,0.2437,0.4563
"ENSG00000186301",5.2389,4.7215,8,11,19.1038,12.2858,1.62,9.1161
"ENSG00000282143",0,0.899,0,0.9091,0,0,0,0
"ENSG00000207513",3401.8406,2935.6428,1781.0261,1707.6652,2233.1445,2399.1423,2465.4048,2945.8972
"ENSG00000280114",0,0,0,1,0,0,0,0
"ENSG00000236698",1,0,0,0,0,0,0,0
"ENSG00000268869",1,1,1,0,0,0,0,0
"ENSG00000279151",2,0,0,0,0,0,0,0
"ENSG00000282740",0,0.101,0,0.0909,0,0,1,0
"ENSG00000058453",418.1653,340.2783,292.7624,313.2094,413.7671,284.4086,358.3498,304.5767
"ENSG00000227684",0,3,0,0,1,0,1,0
"ENSG00000207389",9100.917,5938.7607,3327.866,2337.8511,3096.03,4084.0864,3479.0017,3364.6909
"ENSG00000186715",5.1239,3.7061,1,1,3.3913,3.3078,1.38,0
"ENSG00000223643",3,0,0,0,0,0,0,0
"ENSG00000230239",0,0,0,0,0,0,0,0
"ENSG00000263811",0,0,0,0,0,0,0,0
"ENSG00000228549",1,0,2,1,0,0,2,0
"ENSG00000277234",0,0,0,0,0,0,0,0
"ENSG00000238142",139.6231,45.4308,100,39.1865,92.5623,58.5422,134.7443,106.1828
"ENSG00000235241",18.3769,14,11,12,20,27.9504,18,39
"ENSG00000207005",9100.917,5938.7607,3327.866,2337.8511,3096.03,4084.0864,2687.6877,3364.6909
"ENSG00000272426",1,0,0,0,6,1,1,0
"ENSG00000117122",4,3,2,4,1,4,1,3
"ENSG00000226526",0,1.0418,3.1323,0,3.2082,1.0546,0,0
"ENSG00000159363",3050.0005,1747.9581,2100.8677,2052,4098.7915,4845.9458,2351,1565
"ENSG00000117118",2070,776,1712.9999,680,2104,804,2030,921
"ENSG00000117115",1229,343,261,184,1446,1194,1212,1843.0001
"ENSG00000204362",0,0,0,0,0,0,0,0
"ENSG00000282843",0,0,0,0,0,0,0,0
"ENSG00000142623",0,0,1,0,3,0,0,0
"ENSG00000142619",1,0,0,0,0,0,0,0
"ENSG00000266634",0,0,0,0,0,0,0,0
"ENSG00000159339",1,1,0,0,2,0,10,2
"ENSG00000276747",0,2,1,1,6,0,0,0
"ENSG00000227751",0,0,0,0,0,0,0,0
"ENSG00000179051",4485,2575,3683,2952,4945,3854,5525,4931
"ENSG00000074964",1780,4530,1827,4066,2494.9998,5267,2143,4839
"ENSG00000236648",0,0,0,0,0,0,0,0
"ENSG00000117148",0,0,0,0,0,0,0,0
"ENSG00000284653",0,0,0,0,0,0,0,0
"ENSG00000261781",1,0,0,0,0,0,0,0
"ENSG00000117154",0,0,3,0,4,6,2,4
"ENSG00000280222",0,0,1,4,1,8,0,1
"ENSG00000230035",0,1,0,0,0,0,0,0
"ENSG00000225387",0,0,0,0,0,0,0,0
"ENSG00000179023",0,0,0,0,6,0,2,0
"ENSG00000235282",0,0,0,0,0,0,0,0
"ENSG00000225478",0,0,0,0,0,0,0,0
"ENSG00000009709",0,0,0,0,0,0,0,2
"ENSG00000179002",0,0,0,0,0,0,0,0
"ENSG00000255275",0,2.0253,0,2.0754,0,0,0,0
"ENSG00000159423",676,153.576,756,212.4465,1002,571,1092,727
"ENSG00000265606",0,0,0,0,0,0,0,0
"ENSG00000221662",0,0,0,0,0,0,0,0
"ENSG00000169991",296,561.3988,369,386.4781,372,726,403,627
"ENSG00000272084",33.6412,84.7931,19.819,58.4721,30.1271,13.3012,18.8087,10.2029
"ENSG00000127481",11825.3584,18749.2051,8621.1826,13343.5283,10931.874,17554.6992,9366.1914,15913.7969
"ENSG00000230424",27.77,2.4425,4.6764,4.1608,1.2248,6.2505,6.6165,2.1452
"ENSG00000127463",3799.5081,1382.5576,3337.3237,1408.839,5490.7749,2390.7495,4546.3833,2226.8545
"ENSG00000053372",1115.9325,179,1250.0001,179,1978,173,1592,162
"ENSG00000286064",0,0,0,1,0,3,2,0
"ENSG00000211454",7.5422,0,1.0204,0,5.059,0,7.163,0
"ENSG00000162482",39.4813,0,29.9967,1.0034,59.9416,1,31.8583,3
"ENSG00000270728",2,0,6,1,5,1,3,0
"ENSG00000053371",2681.9766,406,1940.9829,336.9966,2503.9993,570,2007.9788,789.0001
"ENSG00000200403",0,0,0,0,0,0,0,0
"ENSG00000040487",1434.9999,341,1280,315,2131,421,1274,475
"ENSG00000077549",13290,5731,10012,4515,13805.999,9040.001,10674,10417
"ENSG00000240490",4,1,1,4,0,0,1,0
"ENSG00000173436",1784.4415,499.1267,1599.1477,576.7103,2045.8937,711.8651,1924.5205,838.5562
"ENSG00000201609",0,0,0,0,0,0,0,0
"ENSG00000235185",0,0,0,0,0,0,0,0
"ENSG00000158747",380.0731,125.4624,443.698,116.657,258.0765,269.3897,98.4521,332.6929
"ENSG00000270136",749.0756,197.4109,674.1543,249.6326,981.0298,366.7452,781.0275,611.751
"ENSG00000226396",28,24.0065,24,18,18.0021,16,12,3
"ENSG00000158748",4,17,13,19,1,6,8,2
"ENSG00000162542",789.0001,714.0001,571,785.0001,784,435,654,492
"ENSG00000178828",0,0,0,0,0,0,0,0
"ENSG00000235434",0,0,0,0,0,0,0,0
"ENSG00000169914",214.0982,181.1611,159,204,202,101,174,112
"ENSG00000188784",0,0,0,0,0,0,0,0
"ENSG00000242688",0,0,0,0,0,0,0,0
"ENSG00000188257",1,0,0,0,0,0,0,0
"ENSG00000127472",0,0,0,0,0,0,0,0
"ENSG00000117215",0,0,0,0,0,5,0,5
"ENSG00000158786",0,0,0,0,3,1,0,0
"ENSG00000227066",0,0,0,0,0,1,1,3
"ENSG00000187980",0,0,0,0,2,2,1,0
"ENSG00000225986",0,0,0,0,0,0,0,0
"ENSG00000162543",1,0,0,0,1,0,0,0
"ENSG00000228105",0,0,0,0,0,0,0,0
"ENSG00000284710",0,0,0,0,0,0,0,0
"ENSG00000158816",1,0,0,0,0,0,1,0
"ENSG00000226664",0,0,0,0,0,0,0,0
"ENSG00000236963",0,0,0,0,0,0,0,0
"ENSG00000226487",0,0,0,0,0,0,0,0
"ENSG00000284641",0,0,0,0,0,0,0,0
"ENSG00000284743",0,0,0,0,0,0,0,0
"ENSG00000162545",1,2,0,1,1,1,2,3
"ENSG00000090432",1570,826,1179,775,1800,1222,1558,1255
"ENSG00000215520",0,0,0,0,0,0,0,0
"ENSG00000183114",0,1,0,0,0,3,0,0
"ENSG00000158825",650,43,384,49,703,703,415,566
"ENSG00000158828",3322.6829,743.5305,2343.2231,947.4707,2835.3923,3402.5879,2902.8481,3888.2314
"ENSG00000284005",0,0,0,0,0,0,0,0
"ENSG00000117242",239.2905,74.3336,226.2185,72.6274,277.0363,108.0754,163.2177,79.8322
"ENSG00000244038",8334.0234,4787.1357,6694.5581,4632.9014,12244.5723,10467.3359,9241.9346,8675.9365
"ENSG00000117245",43,29,111,34,175,57,10,6
"ENSG00000235432",0,0,0,0,0,0,0,0
"ENSG00000189410",1,3,1,2,0,0,0,1
"ENSG00000233069",0,0,0,0,0,0,0,0
"ENSG00000127483",3054.3184,1743.2019,2113,1473.0001,2397.1091,1964.8569,2347.0002,2113.9998
"ENSG00000075151",4686,1121,3437,1398,4724.0005,6583.9995,3918.9995,3800
"ENSG00000251914",0,0,0,0,0,0,0,0
"ENSG00000221808",0,0,0,0,0,0,0,0
"ENSG00000233072",20,6,9,10,2,6,3,0
"ENSG00000236073",0,0,0,0,0,0,0,0
"ENSG00000235112",2,1,0,4,3,1,1,0
"ENSG00000117298",895.2543,2893.0002,1240.0001,2014,1834,3105,1000,1331.4978
"ENSG00000236936",0,2,1,0,1,0,1,0
"ENSG00000231105",0,2,1,0,1,0,0,4
"ENSG00000236216",0,0,0,0,0,0,0,0
"ENSG00000228823",0,0,0,0,0,1,0,0
"ENSG00000236009",0,0,0,0,0,0,0,0
"ENSG00000227001",0,0,0,2,0,0,0,0
"ENSG00000187952",1,0,1,0,1,2,2,0
"ENSG00000186543",0,0,0,1,0,0,0,0
"ENSG00000142794",159.7221,81.9345,100.6374,159,188.832,111.128,8.0603,7.046
"ENSG00000176378",2,0,0,1,2,0,0,0
"ENSG00000162551",15,2,11,2,27,9,2,0
"ENSG00000233431",0,0,0,0,0,1,0,1
"ENSG00000076864",343,8,326,13,399,16,210,10
"ENSG00000090686",1716,1045,1169.9999,1108.0001,1429,1219,1209.9999,963
"ENSG00000231978",1,3,1,1,1,2,2,0
"ENSG00000187942",4.0132,1.4953,3.3954,2,1.7492,5.0595,1.1646,2.5181
"ENSG00000142798",1724.9869,222.5047,894.6046,310,2221.251,493.9405,956.8354,266.4818
"ENSG00000232037",0,0,0,0,0,0,0,0
"ENSG00000283234",0,0,0,0,0,0,0,0
"ENSG00000219073",0,0,0,0,0,0,0,0
"ENSG00000285959",0,0,0,0,0,0,0,0
"ENSG00000273610",0,0,0,0,0,0,0,0
"ENSG00000201919",0,0,0,0,0,0,0,0
"ENSG00000142789",0,0,0,0,0,0,0,0
"ENSG00000278124",0,0,0,0,0,0,0,0
"ENSG00000201273",0,0,0,0,0,0,0,0
"ENSG00000228397",2,0,2,1,3,0,3,1
"ENSG00000218510",218.3421,109.767,122.3504,85.5883,176.7374,118.1168,149.9861,109.5138
"ENSG00000070831",8510.4805,5461.8628,6588.0635,5765.2939,8152.8091,6364.1602,8205.9678,8099.7656
"ENSG00000285752",22.0738,16.233,13.6496,5.9878,19.7714,14.8832,3.0139,4.4862
"ENSG00000285794",4.1849,0,0,2.4239,0,0,0,0
"ENSG00000230068",5,16,3,6,2,11,5,1
"ENSG00000271428",5,6,7,9,3,0,0,1
"ENSG00000162552",63,126,54,67,31,27,16,21
"ENSG00000285873",0,0,0,0,0,0,0,0
"ENSG00000266564",0,0,0,0,0,0,0,0
"ENSG00000234397",0,0,0,0,0,0,0,0
"ENSG00000279625",0,0,0,0,0,0,0,1
"ENSG00000184677",1670,1119,1218,1026,1446,1517.9999,1294,1535
"ENSG00000237200",4,0,2,0,0,0,0,0
"ENSG00000070886",0,0,1,0,1,0,0,0
"ENSG00000276835",0,0,0,0,0,0,0,0
"ENSG00000173372",1217,2570,970,4054.9998,1047,5586.0005,3258,12434.999
"ENSG00000159189",1790.9999,3980,1139,5047,1896,7102,4656,13025
"ENSG00000173369",1079,4604,228,2404,1151,4059,1553,5406
"ENSG00000133216",1242,2249,757,2494,659,768,1173,1794
"ENSG00000265422",0,0,0,0,0,0,0,0
"ENSG00000225952",0,4,0,0,1,0,1,0
"ENSG00000264014",0,0,0,0,0,0,0,0
"ENSG00000215906",0,0,0,0,0,0,0,0
"ENSG00000227868",0,1,0,0,0,0,0,0
"ENSG00000004487",1249,939.0001,1125.0001,851,1269.9999,1538.9999,1284,3071.0002
"ENSG00000240553",3.3286,5.4939,3.1477,2.1246,1.0859,0,2.2248,2.0481
"ENSG00000263793",0,0,0,0,0,0,0,0
"ENSG00000266802",0,0,0,0,0,0,0,0
"ENSG00000169641",2143.6714,1628.5062,1665.8523,1380.8754,2237.9141,2528,1957.7751,2900.9519
"ENSG00000229010",14,26,9,23,3,13,2,2
"ENSG00000206935",0,0,0,0,0,0,0,0
"ENSG00000252578",0,0,0,0,0,0,0,0
"ENSG00000179546",0,0,0,0,0,0,1,0
"ENSG00000215381",0,0,0,0,0,0,0,0
"ENSG00000261326",98,161,82,123,51,42,36,18
"ENSG00000284726",11,26,7,23,5,8,12,0
"ENSG00000125944",2251.9612,2459.9785,2079.9504,2645.9412,2635.9998,2107.9968,2728.9929,2789.0002
"ENSG00000125945",326.8862,573.5035,232.7325,462.1697,256.9736,395.3856,232.9667,434.0807
"ENSG00000249087",20.1138,73.4965,19.2676,40.8303,13.0264,45.6145,18.0333,27.9193
"ENSG00000201405",0,0,0,0,0,0,0,0
"ENSG00000271420",0,0,0,1,0,0,0,0
"ENSG00000204219",4,7,0,7,2,1,4,4
"ENSG00000232482",0,0,0,0,0,0,0,0
"ENSG00000088280",10,32,5,17,2,19,3,12
"ENSG00000007968",96,0,390,16,293.8662,13,211,40
"ENSG00000235052",0,0,0,0,0,0,0,0
"ENSG00000117318",390,202,832,518,365,1072,577.0001,2439
"ENSG00000285802",3,0,0,0,0,0,0,0
"ENSG00000197880",2,0,0,0,0,0,0,0
"ENSG00000229239",0,0,0,0,0,0,0,0
"ENSG00000142676",4707,2235,4117,2162,4417,2707.9998,4511,3161.0002
"ENSG00000011007",2382.467,1706.5076,1685.8552,1640.5405,2584.3809,1958.6899,2290.1614,2593.3394
"ENSG00000236810",69.5329,42.4924,85.1447,44.4595,125.6192,101.3102,85.8386,143.6607
"ENSG00000057757",3147,735,2190,610,2767,967,3400,1191
"ENSG00000011009",2954,1492.0001,1947,1355,2745,1588,2588,1901.0001
"ENSG00000117308",1497.0001,235,1206.0001,268,2063.0002,557,1686.9999,478
"ENSG00000117305",1726,937,1225,937,1616,1190.9999,1407.0001,1516.0001
"ENSG00000179163",5725,1103,4445,1376,5157,2167,18317,5278
"ENSG00000188822",2.0135,3,6.003,1,0,0,0,3
"ENSG00000229106",0,0,0,0,0,0,0,1
"ENSG00000232557",0,0,0,0,0,0,0,0
"ENSG00000264926",0,0,0,0,0,0,0,0
"ENSG00000230228",1,0,0,0,0,0,0,0
"ENSG00000189266",2060,2630,1779,3458,2224,2867,2576.9998,3825
"ENSG00000188529",1789.3927,1056,1506.0001,1157.0001,1969.9999,1349,1802.0001,1423
"ENSG00000215905",0,0,0,0,0,0,0,0
"ENSG00000225315",0,0,0,0,0,0,0,0
"ENSG00000142661",0,0,0,1,0,0,0,3
"ENSG00000230703",0,0,0,0,0,0,0,0
"ENSG00000142677",0,4,0,0,0,0,0,0
"ENSG00000185436",763.9999,260.9474,615,267,1444,258,1801,561.3426
"ENSG00000230023",4,5,1,0,6,0,0,0
"ENSG00000232298",0,2,0,0,0,0,0,0
"ENSG00000158055",8,1,2,2,5,0,1,0
"ENSG00000001460",112,53.1176,65,57,146.0127,30.0235,106,32.008
"ENSG00000001461",502,738.8824,659,815,681.9873,906.9765,526,919.992
"ENSG00000286061",7,1,2,0,5,4,3,2
"ENSG00000117602",1523.9398,660.9999,998.4028,661.0001,1519.0001,696.6909,1527,848.0001
"ENSG00000264443",0,0,0,0,0,0,0,0
"ENSG00000184454",1.0002,1,0,0,4,0,0,0
"ENSG00000227312",0,0,0,0,0,0,0,0
"ENSG00000239106",0,0,0,0,0,0,0,0
"ENSG00000133226",2855.9011,1837.8429,2175.9128,1381.8948,3020.7102,1551.9126,2865,1793.9757
"ENSG00000284699",0,1,0,2,0,0,0,0
"ENSG00000169504",4607,9714,3871,12193,5856,10012,4541,9855
"ENSG00000238482",0,0,0,0,0,0,0,0
"ENSG00000020633",2071,4239,1109,2663,1203,1362,2405,3138
"ENSG00000278034",0,0,0,0,0,0,0,0
"ENSG00000229162",1,9,0,1,0,1,2,3
"ENSG00000261025",1,1,0,3,0,2,0,0
"ENSG00000264371",0,0,0,0,0,0,0,0
"ENSG00000285823",0,0,0,0,0,0,0,0
"ENSG00000233755",0,0,0,0,0,0,0,0
"ENSG00000233419",0,0,0,0,0,0,0,0
"ENSG00000231953",0,0,0,0,0,0,0,0
"ENSG00000117614",500,498,434,592,508,749,414,845.9999
"ENSG00000284602",59,103,47,73,75,71,53,42
"ENSG00000284657",15,13,3,13,12,12,7,4
"ENSG00000117616",2321.0002,2923.9998,1610.0001,2734,1586,3086,1088.0001,2083
"ENSG00000272432",6,4,6,12,9,2,3,6
"ENSG00000261349",4,9,1,6,1,10,0,1
"ENSG00000187010",19,81,2,34.0055,5,36,3,26
"ENSG00000224183",0.0172,9.5016,0,3,0,0.0533,0.014,3
"ENSG00000259984",0,0,0,0,0,0,0,0
"ENSG00000183726",3560.0002,5803,2728.9998,7108,4055.0002,9728,3149.0002,10464
"ENSG00000188672",1,0,10,3,5,4,5,0
"ENSG00000238084",0.9828,0,0,0,2,2.9467,0.986,0
"ENSG00000204178",617,388,438,404,683,814,616,543
"ENSG00000157978",1303.0001,223,1115,223,1946,424,1357,584.0001
"ENSG00000225643",0,1,1,0,2,0,2,2
"ENSG00000117643",234.1048,64,291,90,411,227,315,129
"ENSG00000233478",14,3,8,11,0,7,0,3
"ENSG00000162430",6735.9092,3096.9758,6525,2554.2397,9147.9824,4448,6758,3447
"ENSG00000255054",0,0,0,2.9289,0,0,0,0
"ENSG00000228172",36.0261,55.1765,24.9374,30.1618,33.8593,29.3644,12.5693,38.8126
"ENSG00000117640",1059.9578,789.8477,836.7377,695.6694,1136.1586,948.1849,988.1851,991.1874
"ENSG00000272478",0,0,0,0,0,0,0,0
"ENSG00000127423",10.0421,12,21.325,11,32,5.4506,20.2455,10
"ENSG00000236528",3.8146,7.1037,7.9134,0,0,2.7863,2.1963,3.2913
"ENSG00000182749",85.1854,58.8963,63.0866,55,148,98.2137,119.8037,36.7087
"ENSG00000207302",0,0,0,0,0,0,0,0
"ENSG00000117632",195,15,388,33,354,48,367,48
"ENSG00000229786",0,0,0,0,0,0,0,0
"ENSG00000223624",0,0,0,0,0,0,0,0
"ENSG00000283938",0,0,0,0,0,0,0,0
"ENSG00000158006",1102.0001,521.0001,946,478,1200,695,1396.9999,909.9999
"ENSG00000207237",0,0,0,0,0,0,0,0
"ENSG00000252190",0,0,0,0,0,0,0,0
"ENSG00000252691",0,0,0,0,0,0,0,0
"ENSG00000158008",7,0,1,1,4,5,7,1
"ENSG00000158014",3,1,0,0,0,5,0,67
"ENSG00000284309",0,0,0,0,0,0,0,0
"ENSG00000158022",1,0,1,0,0,0,0,0
"ENSG00000175087",227,129,286,182,330,286,394,190
"ENSG00000197245",3.9399,4.8757,1.1743,1.802,12.3875,1.2328,5.3882,0
"ENSG00000282872",0,0,0,0,0,0,0,0
"ENSG00000236782",11.6561,7.2936,7.0039,4.8254,6.3585,2,6.897,0
"ENSG00000142684",251.3439,116.7064,182.9961,73.1746,276.6415,56,347.103,80
"ENSG00000142675",1,0,0,0,0,2,1,3
"ENSG00000188782",0,0,1,0,0,0,0,0
"ENSG00000236155",1,0,1,1,1,1,3,0
"ENSG00000278572",0,0,0,0,0,0,0,0
"ENSG00000130695",649,226,578,195,767,254,676.0001,277
"ENSG00000270733",0,1,0,0,2,0,0,0
"ENSG00000142669",26682.8262,5806.2134,16143.9316,3553.126,20213.7227,3750.9624,17062.6953,4821.519
"ENSG00000158062",2692.1741,139.7864,2358.0676,143.874,2845.2771,798.0377,1881.3047,631.481
"ENSG00000169442",17116,4912,8475,3135,17107,3192,10676,2145
"ENSG00000176092",31,1,14,4,10,0,8,0
"ENSG00000225854",1,0,0,0,0,0,0,0
"ENSG00000176083",0,0,1,0,0,0,0,0
"ENSG00000131914",4,1,2,0,6,0,4,0
"ENSG00000117682",1732.9999,921,1625.9999,871,2257,864,1822.0001,741.0001
"ENSG00000223583",10,5,8,6,3,0,0,2
"ENSG00000225891",9,1,1,1,1,1,0,0
"ENSG00000198830",5746.9136,3300.8286,4388.752,3397.7598,4398.3809,4229.4839,5927.7544,6826.6074
"ENSG00000224129",0,0,0,0,0,0,0,0
"ENSG00000117676",13326,2864.9998,11547,2863.0005,13268,7362,15818.001,8893.998
"ENSG00000238705",0,0,0,0,0,0,0,0
"ENSG00000243905",0,0,0,0,0,0,0,5.5724e-36
"ENSG00000252802",0,0,0,0,0,0,0,0
"ENSG00000252429",0,0,0,0,0,0,0,0
"ENSG00000229247",0,0,0,0,0,0,0,0
"ENSG00000238316",0,0,0,0,0,0,0,0
"ENSG00000235069",0,0,0,0,0,0,0,0
"ENSG00000260063",36,25,14,31,35,23,32,18
"ENSG00000117713",5912,6174.7319,4212,5716.0005,4778,6576,4708.999,7033.9995
"ENSG00000060642",448,493,282,450,346,353,298,410
"ENSG00000241188",0,1,0,0,0,0,0,0
"ENSG00000204160",1410.9999,2776,1145,1326,1909.0001,1330,1619.0001,1449
"ENSG00000175793",4,3,2,0,2,1,0,2
"ENSG00000142751",638.509,621,497,527,690,487.2577,584,563
"ENSG00000226698",0,0,0,0,0,0,0,0
"ENSG00000198746",699.8306,807,548,721.8791,743,839,665.9345,1084
"ENSG00000090273",996.1694,596,960,538.121,1186,615,1290.0656,852
"ENSG00000131910",3,9,2,3,1,2,0,0
"ENSG00000175707",1,2,0,3,5,0,1,0
